ZIP5,ZIP3,Eligible Delivery Points,RU,HH,Email,Area,District
51467,514,303,51,41,46,CENTRAL,IA-NE-SD
51501,515,15013,6888,4829,6145,CENTRAL,IA-NE-SD
51502,515,632,68,58,67,CENTRAL,IA-NE-SD
51503,515,15826,7530,5532,6610,CENTRAL,IA-NE-SD
51510,515,1540,782,530,674,CENTRAL,IA-NE-SD
51520,515,88,7,6,7,CENTRAL,IA-NE-SD
51521,515,1033,246,185,218,CENTRAL,IA-NE-SD
51523,515,179,36,27,31,CENTRAL,IA-NE-SD
51525,515,606,177,121,159,CENTRAL,IA-NE-SD
51526,515,808,308,227,272,CENTRAL,IA-NE-SD
51527,515,196,32,27,28,CENTRAL,IA-NE-SD
51528,515,433,53,44,43,CENTRAL,IA-NE-SD
51529,515,866,144,113,128,CENTRAL,IA-NE-SD
51530,515,331,36,29,30,CENTRAL,IA-NE-SD
51531,515,433,78,61,71,CENTRAL,IA-NE-SD
51532,515,352,77,56,71,CENTRAL,IA-NE-SD
51533,515,410,70,56,61,CENTRAL,IA-NE-SD
51534,515,3977,1497,1131,1313,CENTRAL,IA-NE-SD
51535,515,1012,193,153,167,CENTRAL,IA-NE-SD
51536,515,225,41,33,35,CENTRAL,IA-NE-SD
51537,515,3047,893,711,781,CENTRAL,IA-NE-SD
51540,515,200,36,27,30,CENTRAL,IA-NE-SD
51541,515,143,27,26,24,CENTRAL,IA-NE-SD
51542,515,410,105,93,98,CENTRAL,IA-NE-SD
51543,515,238,28,25,26,CENTRAL,IA-NE-SD
51544,515,329,58,48,52,CENTRAL,IA-NE-SD
51545,515,162,19,19,19,CENTRAL,IA-NE-SD
51546,515,1276,364,292,314,CENTRAL,IA-NE-SD
51548,515,170,37,32,34,CENTRAL,IA-NE-SD
51549,515,219,43,35,37,CENTRAL,IA-NE-SD
51550,515,73,7,7,6,CENTRAL,IA-NE-SD
51551,515,793,224,170,198,CENTRAL,IA-NE-SD
51552,515,152,18,15,15,CENTRAL,IA-NE-SD
51553,515,407,134,103,116,CENTRAL,IA-NE-SD
51554,515,136,14,10,14,CENTRAL,IA-NE-SD
51555,515,2414,782,594,674,CENTRAL,IA-NE-SD
51556,515,253,68,56,65,CENTRAL,IA-NE-SD
51557,515,478,103,85,87,CENTRAL,IA-NE-SD
51558,515,292,47,36,43,CENTRAL,IA-NE-SD
51559,515,882,249,193,221,CENTRAL,IA-NE-SD
51560,515,1022,268,200,239,CENTRAL,IA-NE-SD
51561,515,405,170,136,148,CENTRAL,IA-NE-SD
51562,515,202,21,18,18,CENTRAL,IA-NE-SD
51563,515,307,85,64,72,CENTRAL,IA-NE-SD
51564,515,353,54,42,49,CENTRAL,IA-NE-SD
51565,515,216,41,34,38,CENTRAL,IA-NE-SD
51566,515,3505,1037,783,945,CENTRAL,IA-NE-SD
51570,515,612,134,107,114,CENTRAL,IA-NE-SD
51571,515,293,80,66,66,CENTRAL,IA-NE-SD
51572,515,258,34,25,28,CENTRAL,IA-NE-SD
51573,515,501,102,90,92,CENTRAL,IA-NE-SD
51575,515,828,241,187,215,CENTRAL,IA-NE-SD
51576,515,829,284,220,255,CENTRAL,IA-NE-SD
51577,515,560,116,88,104,CENTRAL,IA-NE-SD
51578,515,95,0,0,0,CENTRAL,IA-NE-SD
51579,515,1024,264,205,241,CENTRAL,IA-NE-SD
51601,516,2973,776,594,686,CENTRAL,IA-NE-SD
51630,516,187,12,11,10,CENTRAL,IA-NE-SD
51631,516,125,26,20,24,CENTRAL,IA-NE-SD
51632,516,2988,771,629,677,CENTRAL,IA-NE-SD
51636,516,282,38,31,33,CENTRAL,IA-NE-SD
51637,516,137,13,9,13,CENTRAL,IA-NE-SD
51638,516,693,121,94,111,CENTRAL,IA-NE-SD
51639,516,453,94,73,79,CENTRAL,IA-NE-SD
51640,516,765,172,133,157,CENTRAL,IA-NE-SD
51645,516,102,10,9,8,CENTRAL,IA-NE-SD
51646,516,387,80,57,68,CENTRAL,IA-NE-SD
51647,516,78,8,8,8,CENTRAL,IA-NE-SD
51648,516,78,24,18,21,CENTRAL,IA-NE-SD
51649,516,196,17,13,13,CENTRAL,IA-NE-SD
51650,516,220,16,14,16,CENTRAL,IA-NE-SD
51651,516,96,6,6,6,CENTRAL,IA-NE-SD
51652,516,723,148,126,135,CENTRAL,IA-NE-SD
51653,516,652,112,89,105,CENTRAL,IA-NE-SD
51654,516,228,58,44,52,CENTRAL,IA-NE-SD
51656,516,77,0,0,0,CENTRAL,IA-NE-SD
52001,520,19449,6880,5170,6022,CENTRAL,IA-NE-SD
52002,520,7146,3113,2382,2655,CENTRAL,IA-NE-SD
52003,520,6160,2473,1861,2096,CENTRAL,IA-NE-SD
52004,520,1068,78,68,73,CENTRAL,IA-NE-SD
52030,520,189,14,13,14,CENTRAL,IA-NE-SD
52031,520,2198,627,481,557,CENTRAL,IA-NE-SD
52032,520,669,131,114,110,CENTRAL,IA-NE-SD
52033,520,1615,396,315,348,CENTRAL,IA-NE-SD
52035,520,383,81,64,72,CENTRAL,IA-NE-SD
52036,520,73,13,10,12,CENTRAL,IA-NE-SD
52037,520,554,121,97,103,CENTRAL,IA-NE-SD
52038,520,232,49,42,43,CENTRAL,IA-NE-SD
52039,520,453,136,109,120,CENTRAL,IA-NE-SD
52040,520,2718,767,610,682,CENTRAL,IA-NE-SD
52041,520,593,156,123,134,CENTRAL,IA-NE-SD
52042,520,719,101,85,87,CENTRAL,IA-NE-SD
52043,520,934,160,129,138,CENTRAL,IA-NE-SD
52044,520,58,9,9,8,CENTRAL,IA-NE-SD
52045,520,1008,285,226,235,CENTRAL,IA-NE-SD
52046,520,896,311,251,275,CENTRAL,IA-NE-SD
52047,520,286,39,34,33,CENTRAL,IA-NE-SD
52048,520,147,9,9,9,CENTRAL,IA-NE-SD
52049,520,664,95,77,82,CENTRAL,IA-NE-SD
52050,520,243,49,42,46,CENTRAL,IA-NE-SD
52052,520,1638,280,228,246,CENTRAL,IA-NE-SD
52053,520,462,91,78,81,CENTRAL,IA-NE-SD
52054,520,386,110,86,88,CENTRAL,IA-NE-SD
52056,520,146,25,22,24,CENTRAL,IA-NE-SD
52057,520,3764,1095,839,955,CENTRAL,IA-NE-SD
52060,520,4140,1092,838,959,CENTRAL,IA-NE-SD
52064,520,400,81,65,71,CENTRAL,IA-NE-SD
52065,520,400,69,56,52,CENTRAL,IA-NE-SD
52066,520,51,5,5,4,CENTRAL,IA-NE-SD
52068,520,1946,893,704,783,CENTRAL,IA-NE-SD
52069,520,678,122,101,105,CENTRAL,IA-NE-SD
52070,520,588,81,66,72,CENTRAL,IA-NE-SD
52071,520,48,12,11,11,CENTRAL,IA-NE-SD
52072,520,177,23,19,18,CENTRAL,IA-NE-SD
52073,520,607,195,154,158,CENTRAL,IA-NE-SD
52074,520,118,15,14,13,CENTRAL,IA-NE-SD
52075,520,78,12,12,12,CENTRAL,IA-NE-SD
52076,520,934,191,165,173,CENTRAL,IA-NE-SD
52077,520,167,14,13,12,CENTRAL,IA-NE-SD
52078,520,370,84,70,77,CENTRAL,IA-NE-SD
52079,520,378,56,47,50,CENTRAL,IA-NE-SD
52101,521,5481,1431,1138,1167,CENTRAL,IA-NE-SD
52132,521,765,140,121,128,CENTRAL,IA-NE-SD
52133,521,240,46,40,40,CENTRAL,IA-NE-SD
52134,521,170,26,20,17,CENTRAL,IA-NE-SD
52135,521,425,60,51,55,CENTRAL,IA-NE-SD
52136,521,2774,611,472,529,CENTRAL,IA-NE-SD
52140,521,230,23,20,19,CENTRAL,IA-NE-SD
52141,521,630,114,89,97,CENTRAL,IA-NE-SD
52142,521,742,99,87,84,CENTRAL,IA-NE-SD
52144,521,525,75,63,61,CENTRAL,IA-NE-SD
52146,521,655,106,81,97,CENTRAL,IA-NE-SD
52147,521,530,86,75,77,CENTRAL,IA-NE-SD
52151,521,1047,191,158,162,CENTRAL,IA-NE-SD
52154,521,466,58,49,45,CENTRAL,IA-NE-SD
52155,521,629,79,70,65,CENTRAL,IA-NE-SD
52156,521,299,52,44,50,CENTRAL,IA-NE-SD
52157,521,908,144,111,126,CENTRAL,IA-NE-SD
52158,521,296,5,5,5,CENTRAL,IA-NE-SD
52159,521,1164,135,114,125,CENTRAL,IA-NE-SD
52160,521,408,66,53,59,CENTRAL,IA-NE-SD
52161,521,562,83,80,77,CENTRAL,IA-NE-SD
52162,521,1159,161,132,137,CENTRAL,IA-NE-SD
52163,521,237,10,9,10,CENTRAL,IA-NE-SD
52164,521,91,15,13,14,CENTRAL,IA-NE-SD
52165,521,473,92,75,76,CENTRAL,IA-NE-SD
52166,521,104,3,3,3,CENTRAL,IA-NE-SD
52168,521,212,14,13,14,CENTRAL,IA-NE-SD
52169,521,215,25,21,23,CENTRAL,IA-NE-SD
52170,521,234,20,18,16,CENTRAL,IA-NE-SD
52171,521,441,71,62,62,CENTRAL,IA-NE-SD
52172,521,2778,565,451,493,CENTRAL,IA-NE-SD
52175,521,1673,369,299,330,CENTRAL,IA-NE-SD
52201,522,522,132,106,114,CENTRAL,IA-NE-SD
52202,522,507,137,109,121,CENTRAL,IA-NE-SD
52203,522,789,264,209,230,CENTRAL,IA-NE-SD
52205,522,3588,1130,869,1006,CENTRAL,IA-NE-SD
52206,522,990,375,305,325,CENTRAL,IA-NE-SD
52207,522,226,39,32,38,CENTRAL,IA-NE-SD
52208,522,1527,371,283,317,CENTRAL,IA-NE-SD
52209,522,461,134,100,116,CENTRAL,IA-NE-SD
52210,522,473,95,67,86,CENTRAL,IA-NE-SD
52211,522,1390,280,226,249,CENTRAL,IA-NE-SD
52212,522,160,26,22,23,CENTRAL,IA-NE-SD
52213,522,1838,644,506,553,CENTRAL,IA-NE-SD
52214,522,1399,391,320,337,CENTRAL,IA-NE-SD
52215,522,418,61,48,52,CENTRAL,IA-NE-SD
52216,522,735,163,132,150,CENTRAL,IA-NE-SD
52217,522,233,64,48,51,CENTRAL,IA-NE-SD
52218,522,703,218,171,191,CENTRAL,IA-NE-SD
52219,522,65,8,8,7,CENTRAL,IA-NE-SD
52220,522,159,9,6,8,CENTRAL,IA-NE-SD
52221,522,89,14,11,12,CENTRAL,IA-NE-SD
52222,522,322,66,57,59,CENTRAL,IA-NE-SD
52223,522,721,187,144,170,CENTRAL,IA-NE-SD
52224,522,975,242,185,212,CENTRAL,IA-NE-SD
52225,522,227,42,34,37,CENTRAL,IA-NE-SD
52227,522,1317,518,414,445,CENTRAL,IA-NE-SD
52228,522,1537,705,542,615,CENTRAL,IA-NE-SD
52229,522,356,81,60,70,CENTRAL,IA-NE-SD
52231,522,139,31,19,30,CENTRAL,IA-NE-SD
52232,522,88,7,6,6,CENTRAL,IA-NE-SD
52233,522,3582,1663,1223,1431,CENTRAL,IA-NE-SD
52235,522,501,112,92,106,CENTRAL,IA-NE-SD
52236,522,197,34,29,32,CENTRAL,IA-NE-SD
52237,522,704,118,99,94,CENTRAL,IA-NE-SD
52240,522,16186,5815,4401,4725,CENTRAL,IA-NE-SD
52241,522,11462,5613,4046,4772,CENTRAL,IA-NE-SD
52244,522,1459,77,69,73,CENTRAL,IA-NE-SD
52245,522,9906,4961,3608,4055,CENTRAL,IA-NE-SD
52246,522,10696,5033,3685,4121,CENTRAL,IA-NE-SD
52247,522,2273,523,420,427,CENTRAL,IA-NE-SD
52248,522,823,181,149,153,CENTRAL,IA-NE-SD
52249,522,451,109,78,96,CENTRAL,IA-NE-SD
52251,522,277,42,36,36,CENTRAL,IA-NE-SD
52252,522,16,3,2,3,CENTRAL,IA-NE-SD
52253,522,1601,449,365,379,CENTRAL,IA-NE-SD
52254,522,423,70,55,64,CENTRAL,IA-NE-SD
52255,522,541,111,91,95,CENTRAL,IA-NE-SD
52257,522,111,18,13,17,CENTRAL,IA-NE-SD
52301,523,1806,483,364,412,CENTRAL,IA-NE-SD
52302,523,19301,9572,7058,8325,CENTRAL,IA-NE-SD
52305,523,288,92,68,79,CENTRAL,IA-NE-SD
52306,523,815,178,134,151,CENTRAL,IA-NE-SD
52307,523,123,5,4,5,CENTRAL,IA-NE-SD
52308,523,118,5,5,5,CENTRAL,IA-NE-SD
52309,523,204,33,30,27,CENTRAL,IA-NE-SD
52310,523,2723,757,587,654,CENTRAL,IA-NE-SD
52312,523,34,11,9,10,CENTRAL,IA-NE-SD
52313,523,199,32,28,30,CENTRAL,IA-NE-SD
52314,523,1989,785,610,667,CENTRAL,IA-NE-SD
52315,523,638,151,115,135,CENTRAL,IA-NE-SD
52316,523,828,179,140,160,CENTRAL,IA-NE-SD
52317,523,9479,5768,4122,5028,CENTRAL,IA-NE-SD
52318,523,457,103,86,94,CENTRAL,IA-NE-SD
52320,523,520,136,104,118,CENTRAL,IA-NE-SD
52321,523,247,44,38,35,CENTRAL,IA-NE-SD
52322,523,1049,277,217,231,CENTRAL,IA-NE-SD
52323,523,497,67,51,57,CENTRAL,IA-NE-SD
52324,523,1132,505,366,453,CENTRAL,IA-NE-SD
52325,523,375,99,82,74,CENTRAL,IA-NE-SD
52326,523,339,79,60,72,CENTRAL,IA-NE-SD
52327,523,1475,412,324,342,CENTRAL,IA-NE-SD
52328,523,1163,765,563,660,CENTRAL,IA-NE-SD
52329,523,370,97,84,84,CENTRAL,IA-NE-SD
52330,523,363,90,69,79,CENTRAL,IA-NE-SD
52332,523,1071,256,196,215,CENTRAL,IA-NE-SD
52333,523,3100,1227,951,1027,CENTRAL,IA-NE-SD
52334,523,167,48,37,41,CENTRAL,IA-NE-SD
52335,523,290,70,47,62,CENTRAL,IA-NE-SD
52336,523,1152,345,270,299,CENTRAL,IA-NE-SD
52337,523,403,88,69,81,CENTRAL,IA-NE-SD
52338,523,1372,589,458,488,CENTRAL,IA-NE-SD
52339,523,1968,413,321,355,CENTRAL,IA-NE-SD
52340,523,2694,1867,1344,1725,CENTRAL,IA-NE-SD
52341,523,446,212,165,184,CENTRAL,IA-NE-SD
52342,523,1548,368,278,323,CENTRAL,IA-NE-SD
52344,523,123,10,8,9,CENTRAL,IA-NE-SD
52345,523,720,226,185,205,CENTRAL,IA-NE-SD
52346,523,502,140,110,123,CENTRAL,IA-NE-SD
52347,523,752,113,88,100,CENTRAL,IA-NE-SD
52349,523,3277,1044,776,914,CENTRAL,IA-NE-SD
52351,523,514,183,151,148,CENTRAL,IA-NE-SD
52352,523,829,220,177,188,CENTRAL,IA-NE-SD
52353,523,4122,1132,886,983,CENTRAL,IA-NE-SD
52354,523,204,37,30,30,CENTRAL,IA-NE-SD
52355,523,110,12,11,10,CENTRAL,IA-NE-SD
52356,523,1245,284,222,225,CENTRAL,IA-NE-SD
52358,523,1945,756,573,666,CENTRAL,IA-NE-SD
52359,523,113,22,16,21,CENTRAL,IA-NE-SD
52361,523,2249,576,470,491,CENTRAL,IA-NE-SD
52362,523,559,98,76,92,CENTRAL,IA-NE-SD
52401,524,1666,578,449,513,CENTRAL,IA-NE-SD
52402,524,19010,9032,6616,7834,CENTRAL,IA-NE-SD
52403,524,10925,4958,3615,4183,CENTRAL,IA-NE-SD
52404,524,20225,8670,6394,7670,CENTRAL,IA-NE-SD
52405,524,11522,5304,3848,4650,CENTRAL,IA-NE-SD
52406,524,1329,77,69,73,CENTRAL,IA-NE-SD
52408,524,413,60,51,60,CENTRAL,IA-NE-SD
52409,524,478,3,3,3,CENTRAL,IA-NE-SD
52410,524,751,66,58,64,CENTRAL,IA-NE-SD
52411,524,2964,1761,1305,1437,CENTRAL,IA-NE-SD
52501,525,13653,3953,2993,3490,CENTRAL,IA-NE-SD
52530,525,514,118,94,100,CENTRAL,IA-NE-SD
52531,525,2737,689,536,621,CENTRAL,IA-NE-SD
52533,525,571,126,97,113,CENTRAL,IA-NE-SD
52534,525,173,46,33,42,CENTRAL,IA-NE-SD
52535,525,483,80,62,71,CENTRAL,IA-NE-SD
52536,525,486,81,64,72,CENTRAL,IA-NE-SD
52537,525,2827,616,489,550,CENTRAL,IA-NE-SD
52540,525,649,144,112,126,CENTRAL,IA-NE-SD
52542,525,230,17,14,15,CENTRAL,IA-NE-SD
52543,525,121,18,17,15,CENTRAL,IA-NE-SD
52544,525,3843,951,735,852,CENTRAL,IA-NE-SD
52548,525,95,8,5,8,CENTRAL,IA-NE-SD
52549,525,347,72,53,58,CENTRAL,IA-NE-SD
52550,525,227,36,32,34,CENTRAL,IA-NE-SD
52551,525,371,71,56,56,CENTRAL,IA-NE-SD
52552,525,375,73,59,60,CENTRAL,IA-NE-SD
52553,525,937,163,122,139,CENTRAL,IA-NE-SD
52554,525,735,124,97,116,CENTRAL,IA-NE-SD
52555,525,230,25,22,21,CENTRAL,IA-NE-SD
52556,525,6375,2092,1591,1680,CENTRAL,IA-NE-SD
52560,525,213,30,25,25,CENTRAL,IA-NE-SD
52561,525,377,111,84,93,CENTRAL,IA-NE-SD
52563,525,721,113,95,98,CENTRAL,IA-NE-SD
52565,525,912,175,142,145,CENTRAL,IA-NE-SD
52566,525,80,18,13,17,CENTRAL,IA-NE-SD
52567,525,289,73,56,65,CENTRAL,IA-NE-SD
52569,525,381,86,64,75,CENTRAL,IA-NE-SD
52570,525,449,61,49,50,CENTRAL,IA-NE-SD
52571,525,848,203,167,182,CENTRAL,IA-NE-SD
52572,525,585,121,79,104,CENTRAL,IA-NE-SD
52573,525,56,6,5,5,CENTRAL,IA-NE-SD
52574,525,508,63,50,57,CENTRAL,IA-NE-SD
52576,525,229,47,37,39,CENTRAL,IA-NE-SD
52577,525,6253,2102,1570,1830,CENTRAL,IA-NE-SD
52580,525,228,29,23,25,CENTRAL,IA-NE-SD
52581,525,156,31,27,27,CENTRAL,IA-NE-SD
52583,525,158,43,30,37,CENTRAL,IA-NE-SD
52584,525,202,19,16,14,CENTRAL,IA-NE-SD
52585,525,508,96,76,84,CENTRAL,IA-NE-SD
52586,525,298,62,47,51,CENTRAL,IA-NE-SD
52588,525,63,10,7,8,CENTRAL,IA-NE-SD
52590,525,617,101,75,87,CENTRAL,IA-NE-SD
52591,525,1370,316,256,269,CENTRAL,IA-NE-SD
52593,525,0,8,7,8,CENTRAL,IA-NE-SD
52594,525,230,50,34,44,CENTRAL,IA-NE-SD
52595,525,201,28,23,27,CENTRAL,IA-NE-SD
52601,526,13576,4872,3636,4272,CENTRAL,IA-NE-SD
52619,526,294,48,38,44,CENTRAL,IA-NE-SD
52620,526,468,54,47,47,CENTRAL,IA-NE-SD
52621,526,377,84,57,76,CENTRAL,IA-NE-SD
52623,526,869,281,217,249,CENTRAL,IA-NE-SD
52624,526,221,8,6,7,CENTRAL,IA-NE-SD
52625,526,1113,209,177,178,CENTRAL,IA-NE-SD
52626,526,637,87,70,75,CENTRAL,IA-NE-SD
52627,526,6135,1781,1367,1571,CENTRAL,IA-NE-SD
52630,526,166,52,38,49,CENTRAL,IA-NE-SD
52631,526,113,5,5,5,CENTRAL,IA-NE-SD
52632,526,6284,1665,1267,1481,CENTRAL,IA-NE-SD
52635,526,271,72,58,57,CENTRAL,IA-NE-SD
52637,526,986,323,254,276,CENTRAL,IA-NE-SD
52638,526,358,64,49,59,CENTRAL,IA-NE-SD
52639,526,884,183,140,159,CENTRAL,IA-NE-SD
52640,526,733,118,99,101,CENTRAL,IA-NE-SD
52641,526,5255,1419,1074,1243,CENTRAL,IA-NE-SD
52644,526,200,40,32,38,CENTRAL,IA-NE-SD
52645,526,1411,376,296,317,CENTRAL,IA-NE-SD
52646,526,202,40,32,34,CENTRAL,IA-NE-SD
52647,526,130,7,6,7,CENTRAL,IA-NE-SD
52648,526,4,3,2,3,CENTRAL,IA-NE-SD
52649,526,517,87,73,77,CENTRAL,IA-NE-SD
52650,526,338,55,46,51,CENTRAL,IA-NE-SD
52651,526,338,76,59,71,CENTRAL,IA-NE-SD
52652,526,50,3,3,3,CENTRAL,IA-NE-SD
52653,526,1479,413,318,362,CENTRAL,IA-NE-SD
52654,526,658,158,125,145,CENTRAL,IA-NE-SD
52655,526,2104,699,533,608,CENTRAL,IA-NE-SD
52656,526,1124,256,203,225,CENTRAL,IA-NE-SD
52657,526,33,6,5,6,CENTRAL,IA-NE-SD
52658,526,493,134,111,121,CENTRAL,IA-NE-SD
52659,526,700,171,135,155,CENTRAL,IA-NE-SD
52660,526,115,17,14,12,CENTRAL,IA-NE-SD
52701,527,65,3,3,3,CENTRAL,IA-NE-SD
52720,527,422,72,57,61,CENTRAL,IA-NE-SD
52721,527,519,69,59,63,CENTRAL,IA-NE-SD
52722,527,18012,9893,7230,8577,CENTRAL,IA-NE-SD
52726,527,1946,850,626,714,CENTRAL,IA-NE-SD
52727,527,163,29,26,24,CENTRAL,IA-NE-SD
52728,527,582,84,75,80,CENTRAL,IA-NE-SD
52729,527,414,98,74,85,CENTRAL,IA-NE-SD
52730,527,2436,749,580,660,CENTRAL,IA-NE-SD
52731,527,407,95,72,84,CENTRAL,IA-NE-SD
52732,527,12585,4381,3251,3915,CENTRAL,IA-NE-SD
52733,527,1008,56,48,54,CENTRAL,IA-NE-SD
52737,527,136,17,15,14,CENTRAL,IA-NE-SD
52738,527,1475,294,233,258,CENTRAL,IA-NE-SD
52739,527,320,44,37,39,CENTRAL,IA-NE-SD
52742,527,3278,1169,898,1012,CENTRAL,IA-NE-SD
52745,527,292,72,60,60,CENTRAL,IA-NE-SD
52746,527,403,109,92,96,CENTRAL,IA-NE-SD
52747,527,918,227,178,198,CENTRAL,IA-NE-SD
52748,527,4105,1967,1496,1694,CENTRAL,IA-NE-SD
52749,527,464,160,116,139,CENTRAL,IA-NE-SD
52750,527,209,48,36,43,CENTRAL,IA-NE-SD
52751,527,468,117,90,106,CENTRAL,IA-NE-SD
52752,527,215,20,16,20,CENTRAL,IA-NE-SD
52753,527,2638,1224,904,1060,CENTRAL,IA-NE-SD
52754,527,611,149,120,131,CENTRAL,IA-NE-SD
52755,527,984,202,164,179,CENTRAL,IA-NE-SD
52756,527,978,348,272,301,CENTRAL,IA-NE-SD
52757,527,272,7,7,7,CENTRAL,IA-NE-SD
52758,527,192,3,3,3,CENTRAL,IA-NE-SD
52759,527,50,11,10,11,CENTRAL,IA-NE-SD
52760,527,286,53,42,47,CENTRAL,IA-NE-SD
52761,527,13768,4853,3599,4267,CENTRAL,IA-NE-SD
52765,527,106,24,22,22,CENTRAL,IA-NE-SD
52766,527,376,54,49,48,CENTRAL,IA-NE-SD
52767,527,309,27,23,26,CENTRAL,IA-NE-SD
52768,527,733,190,144,176,CENTRAL,IA-NE-SD
52769,527,294,55,43,53,CENTRAL,IA-NE-SD
52771,527,0,4,4,4,CENTRAL,IA-NE-SD
52772,527,2238,646,495,560,CENTRAL,IA-NE-SD
52773,527,1142,333,265,303,CENTRAL,IA-NE-SD
52774,527,86,4,4,4,CENTRAL,IA-NE-SD
52776,527,1980,548,421,471,CENTRAL,IA-NE-SD
52777,527,651,93,72,82,CENTRAL,IA-NE-SD
52778,527,1727,459,355,407,CENTRAL,IA-NE-SD
52801,528,1145,375,297,332,CENTRAL,IA-NE-SD
52802,528,4453,1638,1157,1459,CENTRAL,IA-NE-SD
52803,528,10365,4236,3135,3655,CENTRAL,IA-NE-SD
52804,528,11488,5191,3746,4585,CENTRAL,IA-NE-SD
52805,528,429,3,3,3,CENTRAL,IA-NE-SD
52806,528,12045,5941,4318,5169,CENTRAL,IA-NE-SD
52807,528,7413,3833,2851,3389,CENTRAL,IA-NE-SD
52808,528,1029,62,54,61,CENTRAL,IA-NE-SD
52809,528,559,56,51,56,CENTRAL,IA-NE-SD
53001,530,944,225,171,176,CENTRAL,WISCONSIN
53002,530,1006,312,251,262,CENTRAL,WISCONSIN
53003,530,201,7,5,7,CENTRAL,WISCONSIN
53004,530,1518,535,407,441,CENTRAL,WISCONSIN
53005,530,8784,4757,3494,3908,CENTRAL,WISCONSIN
53006,530,735,212,161,183,CENTRAL,WISCONSIN
53007,530,720,375,271,324,CENTRAL,WISCONSIN
53008,530,1014,107,90,101,CENTRAL,WISCONSIN
53010,530,3288,947,737,825,CENTRAL,WISCONSIN
53011,530,1163,243,199,202,CENTRAL,WISCONSIN
53012,530,8276,3625,2740,2907,CENTRAL,WISCONSIN
53013,530,1582,395,321,331,CENTRAL,WISCONSIN
53014,530,3523,964,752,803,CENTRAL,WISCONSIN
53015,530,1140,348,263,299,CENTRAL,WISCONSIN
53016,530,234,10,9,9,CENTRAL,WISCONSIN
53017,530,2222,1009,786,798,CENTRAL,WISCONSIN
53018,530,2965,1409,1087,1146,CENTRAL,WISCONSIN
53019,530,939,231,183,201,CENTRAL,WISCONSIN
53020,530,1689,432,354,371,CENTRAL,WISCONSIN
53021,530,1959,612,477,499,CENTRAL,WISCONSIN
53022,530,8203,3757,2880,3155,CENTRAL,WISCONSIN
53023,530,594,171,129,144,CENTRAL,WISCONSIN
53024,530,8804,3821,2818,3191,CENTRAL,WISCONSIN
53027,530,9889,3860,2879,3232,CENTRAL,WISCONSIN
53029,530,8479,4267,3181,3512,CENTRAL,WISCONSIN
53031,530,84,0,0,0,CENTRAL,WISCONSIN
53032,530,2210,749,569,667,CENTRAL,WISCONSIN
53033,530,2244,937,710,776,CENTRAL,WISCONSIN
53034,530,870,230,179,205,CENTRAL,WISCONSIN
53035,530,1080,274,210,221,CENTRAL,WISCONSIN
53036,530,1366,496,385,425,CENTRAL,WISCONSIN
53037,530,4585,2001,1511,1746,CENTRAL,WISCONSIN
53038,530,1856,780,574,685,CENTRAL,WISCONSIN
53039,530,1830,533,403,451,CENTRAL,WISCONSIN
53040,530,3455,1239,944,1042,CENTRAL,WISCONSIN
53042,530,3017,906,708,780,CENTRAL,WISCONSIN
53044,530,1100,456,346,382,CENTRAL,WISCONSIN
53045,530,9615,5338,3849,4369,CENTRAL,WISCONSIN
53046,530,1236,487,374,443,CENTRAL,WISCONSIN
53048,530,1690,548,403,478,CENTRAL,WISCONSIN
53049,530,1083,350,276,288,CENTRAL,WISCONSIN
53050,530,2969,930,703,791,CENTRAL,WISCONSIN
53051,530,17508,8007,5914,6684,CENTRAL,WISCONSIN
53052,530,413,46,43,45,CENTRAL,WISCONSIN
53056,530,217,15,14,14,CENTRAL,WISCONSIN
53057,530,672,171,134,149,CENTRAL,WISCONSIN
53058,530,1515,735,546,613,CENTRAL,WISCONSIN
53059,530,890,195,164,164,CENTRAL,WISCONSIN
53060,530,218,8,8,8,CENTRAL,WISCONSIN
53061,530,2203,581,469,473,CENTRAL,WISCONSIN
53063,530,672,175,135,149,CENTRAL,WISCONSIN
53064,530,147,9,9,9,CENTRAL,WISCONSIN
53065,530,954,231,179,190,CENTRAL,WISCONSIN
53066,530,16466,7511,5678,6216,CENTRAL,WISCONSIN
53069,530,683,160,124,141,CENTRAL,WISCONSIN
53070,530,2248,631,495,539,CENTRAL,WISCONSIN
53072,530,11128,5689,4208,4774,CENTRAL,WISCONSIN
53073,530,6289,2205,1709,1827,CENTRAL,WISCONSIN
53074,530,6197,2365,1784,1969,CENTRAL,WISCONSIN
53075,530,1481,475,366,389,CENTRAL,WISCONSIN
53076,530,1434,614,473,502,CENTRAL,WISCONSIN
53078,530,762,231,171,195,CENTRAL,WISCONSIN
53079,530,749,166,136,134,CENTRAL,WISCONSIN
53080,530,2496,944,697,783,CENTRAL,WISCONSIN
53081,530,18541,6789,4964,5760,CENTRAL,WISCONSIN
53082,530,663,45,35,45,CENTRAL,WISCONSIN
53083,530,9186,3822,2866,3237,CENTRAL,WISCONSIN
53085,530,5389,1989,1528,1688,CENTRAL,WISCONSIN
53086,530,3888,1705,1299,1462,CENTRAL,WISCONSIN
53088,530,224,14,13,14,CENTRAL,WISCONSIN
53089,530,8349,4097,3077,3459,CENTRAL,WISCONSIN
53090,530,9052,3986,2933,3311,CENTRAL,WISCONSIN
53091,530,1073,260,193,231,CENTRAL,WISCONSIN
