ZIP5,ZIP3,Eligible Delivery Points,RU,HH,Email,Area,District
15627,156,2956,1046,797,915,ATLANTIC,PENNSYLVANIA 1
15628,156,420,32,24,30,ATLANTIC,PENNSYLVANIA 1
15629,156,453,30,25,29,ATLANTIC,PENNSYLVANIA 1
15631,156,559,106,84,89,ATLANTIC,PENNSYLVANIA 1
15632,156,4047,1963,1444,1691,ATLANTIC,PENNSYLVANIA 1
15633,156,191,7,7,7,ATLANTIC,PENNSYLVANIA 1
15634,156,456,62,49,56,ATLANTIC,PENNSYLVANIA 1
15635,156,202,7,7,7,ATLANTIC,PENNSYLVANIA 1
15636,156,1535,727,542,617,ATLANTIC,PENNSYLVANIA 1
15637,156,1061,302,219,261,ATLANTIC,PENNSYLVANIA 1
15638,156,264,13,11,13,ATLANTIC,PENNSYLVANIA 1
15639,156,970,350,263,307,ATLANTIC,PENNSYLVANIA 1
15640,156,189,10,8,9,ATLANTIC,PENNSYLVANIA 1
15641,156,268,31,28,29,ATLANTIC,PENNSYLVANIA 1
15642,156,19427,8983,6662,7704,ATLANTIC,PENNSYLVANIA 1
15644,156,8677,3602,2638,3135,ATLANTIC,PENNSYLVANIA 1
15646,156,121,10,9,10,ATLANTIC,PENNSYLVANIA 1
15647,156,349,24,22,24,ATLANTIC,PENNSYLVANIA 1
15650,156,11702,4324,3280,3751,ATLANTIC,PENNSYLVANIA 1
15655,156,474,47,42,44,ATLANTIC,PENNSYLVANIA 1
15656,156,4591,1595,1197,1350,ATLANTIC,PENNSYLVANIA 1
15658,156,4125,1243,932,1052,ATLANTIC,PENNSYLVANIA 1
15660,156,111,25,19,24,ATLANTIC,PENNSYLVANIA 1
15661,156,342,76,58,65,ATLANTIC,PENNSYLVANIA 1
15662,156,257,2,2,2,ATLANTIC,PENNSYLVANIA 1
15663,156,434,13,12,13,ATLANTIC,PENNSYLVANIA 1
15665,156,784,258,196,227,ATLANTIC,PENNSYLVANIA 1
15666,156,7392,2196,1639,1893,ATLANTIC,PENNSYLVANIA 1
15668,156,5507,2760,2074,2292,ATLANTIC,PENNSYLVANIA 1
15670,156,1824,413,324,361,ATLANTIC,PENNSYLVANIA 1
15671,156,403,78,57,74,ATLANTIC,PENNSYLVANIA 1
15672,156,1738,594,438,529,ATLANTIC,PENNSYLVANIA 1
15673,156,814,102,83,94,ATLANTIC,PENNSYLVANIA 1
15674,156,355,11,9,11,ATLANTIC,PENNSYLVANIA 1
15675,156,627,112,83,99,ATLANTIC,PENNSYLVANIA 1
15676,156,336,21,21,19,ATLANTIC,PENNSYLVANIA 1
15677,156,270,25,24,25,ATLANTIC,PENNSYLVANIA 1
15678,156,515,47,37,46,ATLANTIC,PENNSYLVANIA 1
15679,156,1619,410,306,342,ATLANTIC,PENNSYLVANIA 1
15680,156,194,12,11,12,ATLANTIC,PENNSYLVANIA 1
15681,156,2044,616,462,509,ATLANTIC,PENNSYLVANIA 1
15683,156,3790,1121,862,951,ATLANTIC,PENNSYLVANIA 1
15684,156,389,30,22,30,ATLANTIC,PENNSYLVANIA 1
15686,156,463,46,37,44,ATLANTIC,PENNSYLVANIA 1
15687,156,761,100,83,89,ATLANTIC,PENNSYLVANIA 1
15688,156,608,61,49,57,ATLANTIC,PENNSYLVANIA 1
15689,156,320,2,2,2,ATLANTIC,PENNSYLVANIA 1
15690,156,4030,1207,900,1050,ATLANTIC,PENNSYLVANIA 1
15691,156,188,10,8,10,ATLANTIC,PENNSYLVANIA 1
15692,156,616,108,88,93,ATLANTIC,PENNSYLVANIA 1
15693,156,194,3,3,3,ATLANTIC,PENNSYLVANIA 1
15695,156,296,16,12,16,ATLANTIC,PENNSYLVANIA 1
15696,156,558,42,35,37,ATLANTIC,PENNSYLVANIA 1
15697,156,1406,486,366,436,ATLANTIC,PENNSYLVANIA 1
15698,156,449,43,35,39,ATLANTIC,PENNSYLVANIA 1
15701,157,13171,5032,3698,4265,ATLANTIC,PENNSYLVANIA 1
15710,157,188,6,6,6,ATLANTIC,PENNSYLVANIA 1
15711,157,236,25,16,25,ATLANTIC,PENNSYLVANIA 1
15712,157,163,2,2,2,ATLANTIC,PENNSYLVANIA 1
15713,157,97,21,18,20,ATLANTIC,PENNSYLVANIA 1
15714,157,2932,605,464,531,ATLANTIC,PENNSYLVANIA 1
15715,157,488,24,24,24,ATLANTIC,PENNSYLVANIA 1
15716,157,508,13,13,12,ATLANTIC,PENNSYLVANIA 1
15717,157,4474,1455,1085,1255,ATLANTIC,PENNSYLVANIA 1
15720,157,81,4,4,4,ATLANTIC,PENNSYLVANIA 1
15721,157,263,8,7,8,ATLANTIC,PENNSYLVANIA 1
15722,157,869,207,165,177,ATLANTIC,PENNSYLVANIA 1
15724,157,1112,212,165,186,ATLANTIC,PENNSYLVANIA 1
15725,157,637,71,60,68,ATLANTIC,PENNSYLVANIA 1
15727,157,134,8,7,8,ATLANTIC,PENNSYLVANIA 1
15728,157,1626,364,276,317,ATLANTIC,PENNSYLVANIA 1
15729,157,626,31,29,29,ATLANTIC,PENNSYLVANIA 1
15730,157,40,2,2,2,ATLANTIC,PENNSYLVANIA 1
15731,157,211,19,13,19,ATLANTIC,PENNSYLVANIA 1
15732,157,708,80,68,76,ATLANTIC,PENNSYLVANIA 1
15733,157,221,9,7,9,ATLANTIC,PENNSYLVANIA 1
15734,157,345,18,15,16,ATLANTIC,PENNSYLVANIA 1
15736,157,419,22,17,21,ATLANTIC,PENNSYLVANIA 1
15737,157,306,9,9,9,ATLANTIC,PENNSYLVANIA 1
15738,157,209,4,4,3,ATLANTIC,PENNSYLVANIA 1
15739,157,204,24,20,24,ATLANTIC,PENNSYLVANIA 1
15742,157,412,85,66,76,ATLANTIC,PENNSYLVANIA 1
15745,157,171,15,13,15,ATLANTIC,PENNSYLVANIA 1
15746,157,265,3,2,3,ATLANTIC,PENNSYLVANIA 1
15747,157,944,182,139,138,ATLANTIC,PENNSYLVANIA 1
15748,157,2873,880,661,780,ATLANTIC,PENNSYLVANIA 1
15750,157,71,25,13,24,ATLANTIC,PENNSYLVANIA 1
15753,157,215,46,36,38,ATLANTIC,PENNSYLVANIA 1
15754,157,260,24,20,22,ATLANTIC,PENNSYLVANIA 1
15756,157,177,5,5,5,ATLANTIC,PENNSYLVANIA 1
15757,157,891,133,103,121,ATLANTIC,PENNSYLVANIA 1
15759,157,1188,221,184,188,ATLANTIC,PENNSYLVANIA 1
15760,157,49,3,3,3,ATLANTIC,PENNSYLVANIA 1
15761,157,31,9,6,9,ATLANTIC,PENNSYLVANIA 1
15762,157,418,31,27,30,ATLANTIC,PENNSYLVANIA 1
15764,157,42,2,2,2,ATLANTIC,PENNSYLVANIA 1
15765,157,767,111,92,98,ATLANTIC,PENNSYLVANIA 1
15767,157,5801,1638,1227,1397,ATLANTIC,PENNSYLVANIA 1
15770,157,81,8,5,8,ATLANTIC,PENNSYLVANIA 1
15771,157,499,62,54,60,ATLANTIC,PENNSYLVANIA 1
15772,157,699,101,86,96,ATLANTIC,PENNSYLVANIA 1
15773,157,239,16,12,14,ATLANTIC,PENNSYLVANIA 1
15774,157,1384,365,284,320,ATLANTIC,PENNSYLVANIA 1
15776,157,34,3,2,2,ATLANTIC,PENNSYLVANIA 1
15777,157,248,4,4,4,ATLANTIC,PENNSYLVANIA 1
15779,157,143,11,7,11,ATLANTIC,PENNSYLVANIA 1
15780,157,64,16,12,15,ATLANTIC,PENNSYLVANIA 1
15781,157,159,10,6,10,ATLANTIC,PENNSYLVANIA 1
15783,157,43,9,8,7,ATLANTIC,PENNSYLVANIA 1
15784,157,60,7,5,7,ATLANTIC,PENNSYLVANIA 1
15801,158,8495,3121,2318,2698,ATLANTIC,PENNSYLVANIA 1
15821,158,126,3,2,3,ATLANTIC,PENNSYLVANIA 1
15823,158,649,161,120,144,ATLANTIC,PENNSYLVANIA 1
15824,158,2272,561,429,474,ATLANTIC,PENNSYLVANIA 1
15825,158,4141,1030,785,897,ATLANTIC,PENNSYLVANIA 1
15827,158,228,14,9,14,ATLANTIC,PENNSYLVANIA 1
15828,158,154,15,15,14,ATLANTIC,PENNSYLVANIA 1
15829,158,680,137,101,121,ATLANTIC,PENNSYLVANIA 1
15832,158,270,20,18,20,ATLANTIC,PENNSYLVANIA 1
15834,158,2079,540,414,478,ATLANTIC,PENNSYLVANIA 1
15840,158,1184,225,172,197,ATLANTIC,PENNSYLVANIA 1
15841,158,125,9,7,9,ATLANTIC,PENNSYLVANIA 1
15845,158,1569,372,284,337,ATLANTIC,PENNSYLVANIA 1
15846,158,1438,326,253,287,ATLANTIC,PENNSYLVANIA 1
15847,158,165,6,5,6,ATLANTIC,PENNSYLVANIA 1
15848,158,498,48,39,43,ATLANTIC,PENNSYLVANIA 1
15849,158,686,171,139,145,ATLANTIC,PENNSYLVANIA 1
15851,158,2828,816,620,720,ATLANTIC,PENNSYLVANIA 1
15853,158,3003,757,583,627,ATLANTIC,PENNSYLVANIA 1
15856,158,477,43,38,38,ATLANTIC,PENNSYLVANIA 1
15857,158,5942,1602,1236,1358,ATLANTIC,PENNSYLVANIA 1
15860,158,602,141,109,115,ATLANTIC,PENNSYLVANIA 1
15861,158,92,4,4,4,ATLANTIC,PENNSYLVANIA 1
15863,158,141,9,9,9,ATLANTIC,PENNSYLVANIA 1
15864,158,911,208,155,171,ATLANTIC,PENNSYLVANIA 1
15865,158,693,158,125,145,ATLANTIC,PENNSYLVANIA 1
15866,158,78,11,8,10,ATLANTIC,PENNSYLVANIA 1
15868,158,728,157,114,131,ATLANTIC,PENNSYLVANIA 1
15870,158,689,123,90,108,ATLANTIC,PENNSYLVANIA 1
15901,159,1447,459,345,411,ATLANTIC,PENNSYLVANIA 1
15902,159,5189,1733,1252,1519,ATLANTIC,PENNSYLVANIA 1
15904,159,6700,2711,2054,2348,ATLANTIC,PENNSYLVANIA 1
15905,159,8907,3864,2829,3256,ATLANTIC,PENNSYLVANIA 1
15906,159,4725,1790,1280,1560,ATLANTIC,PENNSYLVANIA 1
15907,159,761,32,31,31,ATLANTIC,PENNSYLVANIA 1
15909,159,2285,690,504,604,ATLANTIC,PENNSYLVANIA 1
15920,159,603,81,65,68,ATLANTIC,PENNSYLVANIA 1
15921,159,380,30,26,29,ATLANTIC,PENNSYLVANIA 1
15922,159,158,0,0,0,ATLANTIC,PENNSYLVANIA 1
15923,159,785,137,109,115,ATLANTIC,PENNSYLVANIA 1
15924,159,657,111,87,102,ATLANTIC,PENNSYLVANIA 1
15925,159,176,6,4,6,ATLANTIC,PENNSYLVANIA 1
15926,159,1416,391,284,342,ATLANTIC,PENNSYLVANIA 1
15927,159,648,54,44,53,ATLANTIC,PENNSYLVANIA 1
15928,159,1100,245,189,220,ATLANTIC,PENNSYLVANIA 1
15930,159,276,11,9,11,ATLANTIC,PENNSYLVANIA 1
15931,159,3706,1100,859,898,ATLANTIC,PENNSYLVANIA 1
15934,159,603,4,4,4,ATLANTIC,PENNSYLVANIA 1
15935,159,1285,296,232,261,ATLANTIC,PENNSYLVANIA 1
15936,159,819,136,109,120,ATLANTIC,PENNSYLVANIA 1
15937,159,510,22,18,22,ATLANTIC,PENNSYLVANIA 1
15938,159,1213,277,200,250,ATLANTIC,PENNSYLVANIA 1
15940,159,719,173,143,142,ATLANTIC,PENNSYLVANIA 1
15942,159,973,268,209,226,ATLANTIC,PENNSYLVANIA 1
15943,159,1764,469,359,417,ATLANTIC,PENNSYLVANIA 1
15944,159,1528,339,275,303,ATLANTIC,PENNSYLVANIA 1
15945,159,106,16,12,15,ATLANTIC,PENNSYLVANIA 1
15946,159,3055,835,619,738,ATLANTIC,PENNSYLVANIA 1
15948,159,332,12,12,11,ATLANTIC,PENNSYLVANIA 1
15949,159,423,72,57,68,ATLANTIC,PENNSYLVANIA 1
15951,159,345,17,16,17,ATLANTIC,PENNSYLVANIA 1
15952,159,712,190,147,167,ATLANTIC,PENNSYLVANIA 1
15953,159,42,5,5,5,ATLANTIC,PENNSYLVANIA 1
15954,159,1287,271,213,236,ATLANTIC,PENNSYLVANIA 1
15955,159,817,210,155,181,ATLANTIC,PENNSYLVANIA 1
15956,159,1343,387,292,329,ATLANTIC,PENNSYLVANIA 1
15957,159,291,11,11,11,ATLANTIC,PENNSYLVANIA 1
15958,159,924,206,170,178,ATLANTIC,PENNSYLVANIA 1
15959,159,270,8,7,8,ATLANTIC,PENNSYLVANIA 1
15960,159,258,10,9,10,ATLANTIC,PENNSYLVANIA 1
15961,159,617,58,46,55,ATLANTIC,PENNSYLVANIA 1
15962,159,156,6,6,6,ATLANTIC,PENNSYLVANIA 1
15963,159,4938,1583,1178,1369,ATLANTIC,PENNSYLVANIA 1
16001,160,17915,7287,5297,6177,ATLANTIC,PENNSYLVANIA 1
16002,160,5911,2379,1790,2024,ATLANTIC,PENNSYLVANIA 1
16003,160,769,40,36,37,ATLANTIC,PENNSYLVANIA 1
16020,160,568,152,114,138,ATLANTIC,PENNSYLVANIA 1
16022,160,303,8,8,8,ATLANTIC,PENNSYLVANIA 1
16023,160,1915,531,409,461,ATLANTIC,PENNSYLVANIA 1
16024,160,214,12,10,12,ATLANTIC,PENNSYLVANIA 1
16025,160,2215,599,459,505,ATLANTIC,PENNSYLVANIA 1
16027,160,240,15,14,14,ATLANTIC,PENNSYLVANIA 1
16028,160,1009,84,66,79,ATLANTIC,PENNSYLVANIA 1
16029,160,536,23,21,23,ATLANTIC,PENNSYLVANIA 1
16030,160,256,6,5,6,ATLANTIC,PENNSYLVANIA 1
16033,160,3187,1287,930,1115,ATLANTIC,PENNSYLVANIA 1
16034,160,785,220,169,176,ATLANTIC,PENNSYLVANIA 1
16036,160,195,4,4,4,ATLANTIC,PENNSYLVANIA 1
16037,160,2290,1199,893,1056,ATLANTIC,PENNSYLVANIA 1
16038,160,1562,397,299,346,ATLANTIC,PENNSYLVANIA 1
16039,160,155,5,5,5,ATLANTIC,PENNSYLVANIA 1
16040,160,394,50,39,50,ATLANTIC,PENNSYLVANIA 1
16041,160,1055,198,153,157,ATLANTIC,PENNSYLVANIA 1
16045,160,691,202,150,177,ATLANTIC,PENNSYLVANIA 1
16046,160,7404,4919,3480,4281,ATLANTIC,PENNSYLVANIA 1
16048,160,90,8,5,8,ATLANTIC,PENNSYLVANIA 1
16049,160,1516,359,271,309,ATLANTIC,PENNSYLVANIA 1
16050,160,823,64,52,63,ATLANTIC,PENNSYLVANIA 1
16051,160,1401,351,268,301,ATLANTIC,PENNSYLVANIA 1
16052,160,1222,358,276,304,ATLANTIC,PENNSYLVANIA 1
16053,160,1882,655,512,572,ATLANTIC,PENNSYLVANIA 1
16054,160,252,7,7,7,ATLANTIC,PENNSYLVANIA 1
16055,160,3645,1541,1176,1361,ATLANTIC,PENNSYLVANIA 1
16056,160,2148,747,564,640,ATLANTIC,PENNSYLVANIA 1
16057,160,5123,1542,1201,1291,ATLANTIC,PENNSYLVANIA 1
16059,160,4455,1985,1481,1724,ATLANTIC,PENNSYLVANIA 1
16061,160,1221,328,256,280,ATLANTIC,PENNSYLVANIA 1
16063,160,4129,1973,1428,1705,ATLANTIC,PENNSYLVANIA 1
16066,160,13954,8464,6099,7232,ATLANTIC,PENNSYLVANIA 1
16101,161,13522,5367,3905,4706,ATLANTIC,PENNSYLVANIA 1
16102,161,2319,908,663,812,ATLANTIC,PENNSYLVANIA 1
16103,161,889,9,9,8,ATLANTIC,PENNSYLVANIA 1
16105,161,6889,2825,2079,2461,ATLANTIC,PENNSYLVANIA 1
16107,161,739,36,31,35,ATLANTIC,PENNSYLVANIA 1
16110,161,222,11,10,10,ATLANTIC,PENNSYLVANIA 1
16111,161,526,30,24,29,ATLANTIC,PENNSYLVANIA 1
16112,161,1167,209,153,189,ATLANTIC,PENNSYLVANIA 1
16113,161,246,18,18,15,ATLANTIC,PENNSYLVANIA 1
16114,161,319,38,29,38,ATLANTIC,PENNSYLVANIA 1
16115,161,1543,450,337,377,ATLANTIC,PENNSYLVANIA 1
16116,161,1264,408,301,363,ATLANTIC,PENNSYLVANIA 1
16117,161,7389,2550,1879,2188,ATLANTIC,PENNSYLVANIA 1
16120,161,1039,270,207,221,ATLANTIC,PENNSYLVANIA 1
16121,161,2332,571,440,500,ATLANTIC,PENNSYLVANIA 1
16123,161,893,315,233,262,ATLANTIC,PENNSYLVANIA 1
16124,161,860,176,132,152,ATLANTIC,PENNSYLVANIA 1
16125,161,7104,2142,1611,1864,ATLANTIC,PENNSYLVANIA 1
16127,161,5310,1845,1420,1535,ATLANTIC,PENNSYLVANIA 1
16130,161,824,197,158,173,ATLANTIC,PENNSYLVANIA 1
16131,161,476,84,65,65,ATLANTIC,PENNSYLVANIA 1
16132,161,344,11,9,11,ATLANTIC,PENNSYLVANIA 1
16133,161,675,193,147,161,ATLANTIC,PENNSYLVANIA 1
16134,161,2052,463,359,402,ATLANTIC,PENNSYLVANIA 1
16136,161,521,58,50,56,ATLANTIC,PENNSYLVANIA 1
16137,161,4714,1546,1138,1336,ATLANTIC,PENNSYLVANIA 1
16140,161,191,2,2,1,ATLANTIC,PENNSYLVANIA 1
16141,161,988,201,156,184,ATLANTIC,PENNSYLVANIA 1
16142,161,2174,559,428,472,ATLANTIC,PENNSYLVANIA 1
16143,161,1249,421,310,369,ATLANTIC,PENNSYLVANIA 1
16145,161,1450,279,222,240,ATLANTIC,PENNSYLVANIA 1
16146,161,6359,2048,1538,1791,ATLANTIC,PENNSYLVANIA 1
16148,161,7794,3037,2248,2631,ATLANTIC,PENNSYLVANIA 1
16150,161,3302,1113,829,982,ATLANTIC,PENNSYLVANIA 1
16151,161,141,4,4,4,ATLANTIC,PENNSYLVANIA 1
16153,161,1235,239,178,198,ATLANTIC,PENNSYLVANIA 1
16154,161,1289,321,245,280,ATLANTIC,PENNSYLVANIA 1
16156,161,1377,378,271,311,ATLANTIC,PENNSYLVANIA 1
16157,161,1711,458,349,397,ATLANTIC,PENNSYLVANIA 1
16159,161,1995,621,475,555,ATLANTIC,PENNSYLVANIA 1
16160,161,447,71,60,66,ATLANTIC,PENNSYLVANIA 1
16161,161,521,26,25,26,ATLANTIC,PENNSYLVANIA 1
16201,162,7726,2341,1750,2019,ATLANTIC,PENNSYLVANIA 1
16210,162,600,71,62,67,ATLANTIC,PENNSYLVANIA 1
16211,162,0,4,4,4,ATLANTIC,PENNSYLVANIA 1
16212,162,408,14,12,14,ATLANTIC,PENNSYLVANIA 1
16213,162,121,5,4,5,ATLANTIC,PENNSYLVANIA 1
16214,162,3522,1079,830,923,ATLANTIC,PENNSYLVANIA 1
16217,162,99,7,6,6,ATLANTIC,PENNSYLVANIA 1
16218,162,605,86,70,79,ATLANTIC,PENNSYLVANIA 1
16222,162,1139,150,125,139,ATLANTIC,PENNSYLVANIA 1
16224,162,481,54,47,45,ATLANTIC,PENNSYLVANIA 1
16226,162,3819,1022,768,899,ATLANTIC,PENNSYLVANIA 1
16228,162,165,18,17,16,ATLANTIC,PENNSYLVANIA 1
16229,162,2334,694,536,589,ATLANTIC,PENNSYLVANIA 1
16230,162,247,12,12,12,ATLANTIC,PENNSYLVANIA 1
16232,162,2128,398,324,344,ATLANTIC,PENNSYLVANIA 1
16233,162,585,68,60,62,ATLANTIC,PENNSYLVANIA 1
16235,162,562,61,54,54,ATLANTIC,PENNSYLVANIA 1
16236,162,266,10,8,10,ATLANTIC,PENNSYLVANIA 1
16238,162,255,10,9,10,ATLANTIC,PENNSYLVANIA 1
16239,162,826,64,51,60,ATLANTIC,PENNSYLVANIA 1
16240,162,840,62,52,57,ATLANTIC,PENNSYLVANIA 1
16242,162,1918,398,319,343,ATLANTIC,PENNSYLVANIA 1
16244,162,159,3,3,3,ATLANTIC,PENNSYLVANIA 1
16245,162,129,5,5,5,ATLANTIC,PENNSYLVANIA 1
16246,162,240,15,13,15,ATLANTIC,PENNSYLVANIA 1
16248,162,1738,217,184,198,ATLANTIC,PENNSYLVANIA 1
16249,162,898,150,123,138,ATLANTIC,PENNSYLVANIA 1
16250,162,245,10,10,10,ATLANTIC,PENNSYLVANIA 1
16253,162,63,11,9,10,ATLANTIC,PENNSYLVANIA 1
16254,162,1399,228,190,208,ATLANTIC,PENNSYLVANIA 1
16255,162,870,158,124,138,ATLANTIC,PENNSYLVANIA 1
16256,162,565,33,30,29,ATLANTIC,PENNSYLVANIA 1
16258,162,919,108,90,97,ATLANTIC,PENNSYLVANIA 1
16259,162,983,85,72,82,ATLANTIC,PENNSYLVANIA 1
16260,162,114,18,16,18,ATLANTIC,PENNSYLVANIA 1
16262,162,1664,215,183,188,ATLANTIC,PENNSYLVANIA 1
16263,162,244,10,8,9,ATLANTIC,PENNSYLVANIA 1
16301,163,7034,2283,1663,2002,ATLANTIC,PENNSYLVANIA 1
16311,163,258,29,22,28,ATLANTIC,PENNSYLVANIA 1
16313,163,979,195,153,173,ATLANTIC,PENNSYLVANIA 1
16314,163,2369,605,466,512,ATLANTIC,PENNSYLVANIA 1
16316,163,2996,813,626,706,ATLANTIC,PENNSYLVANIA 1
16317,163,740,77,60,77,ATLANTIC,PENNSYLVANIA 1
16319,163,452,158,115,137,ATLANTIC,PENNSYLVANIA 1
16322,163,151,5,5,5,ATLANTIC,PENNSYLVANIA 1
16323,163,6993,2211,1643,1921,ATLANTIC,PENNSYLVANIA 1
16326,163,212,13,12,13,ATLANTIC,PENNSYLVANIA 1
16327,163,1058,253,205,209,ATLANTIC,PENNSYLVANIA 1
16328,163,80,10,9,10,ATLANTIC,PENNSYLVANIA 1
16329,163,336,14,14,14,ATLANTIC,PENNSYLVANIA 1
16331,163,63,4,3,4,ATLANTIC,PENNSYLVANIA 1
16332,163,55,8,5,5,ATLANTIC,PENNSYLVANIA 1
16333,163,251,12,12,12,ATLANTIC,PENNSYLVANIA 1
16334,163,217,13,12,13,ATLANTIC,PENNSYLVANIA 1
16335,163,11588,3975,2939,3418,ATLANTIC,PENNSYLVANIA 1
16340,163,889,187,139,162,ATLANTIC,PENNSYLVANIA 1
16341,163,900,122,92,120,ATLANTIC,PENNSYLVANIA 1
16342,163,1191,205,159,179,ATLANTIC,PENNSYLVANIA 1
16343,163,288,12,10,12,ATLANTIC,PENNSYLVANIA 1
16344,163,371,12,9,12,ATLANTIC,PENNSYLVANIA 1
16345,163,1834,482,366,405,ATLANTIC,PENNSYLVANIA 1
16346,163,1426,442,332,388,ATLANTIC,PENNSYLVANIA 1
16347,163,993,153,122,137,ATLANTIC,PENNSYLVANIA 1
16350,163,1270,198,154,171,ATLANTIC,PENNSYLVANIA 1
16351,163,1000,182,138,165,ATLANTIC,PENNSYLVANIA 1
16352,163,163,6,6,6,ATLANTIC,PENNSYLVANIA 1
16353,163,1646,302,224,238,ATLANTIC,PENNSYLVANIA 1
16354,163,4758,1316,983,1136,ATLANTIC,PENNSYLVANIA 1
16360,163,640,129,98,106,ATLANTIC,PENNSYLVANIA 1
16361,163,150,4,4,4,ATLANTIC,PENNSYLVANIA 1
16362,163,530,42,36,42,ATLANTIC,PENNSYLVANIA 1
16364,163,519,44,38,43,ATLANTIC,PENNSYLVANIA 1
16365,163,7627,2577,1919,2173,ATLANTIC,PENNSYLVANIA 1
16370,163,191,7,6,7,ATLANTIC,PENNSYLVANIA 1
16371,163,1466,352,267,299,ATLANTIC,PENNSYLVANIA 1
16372,163,372,15,15,15,ATLANTIC,PENNSYLVANIA 1
16373,163,1629,318,253,284,ATLANTIC,PENNSYLVANIA 1
16374,163,950,107,82,106,ATLANTIC,PENNSYLVANIA 1
16401,164,1796,510,376,447,ATLANTIC,PENNSYLVANIA 1
16402,164,297,73,61,63,ATLANTIC,PENNSYLVANIA 1
16403,164,2368,626,478,538,ATLANTIC,PENNSYLVANIA 1
16404,164,1356,297,227,261,ATLANTIC,PENNSYLVANIA 1
16405,164,477,55,45,50,ATLANTIC,PENNSYLVANIA 1
16406,164,1522,294,217,254,ATLANTIC,PENNSYLVANIA 1
16407,164,4202,1274,961,1107,ATLANTIC,PENNSYLVANIA 1
16410,164,831,223,170,188,ATLANTIC,PENNSYLVANIA 1
16411,164,692,190,142,166,ATLANTIC,PENNSYLVANIA 1
16412,164,4878,1631,1241,1383,ATLANTIC,PENNSYLVANIA 1
16415,164,3952,1934,1427,1646,ATLANTIC,PENNSYLVANIA 1
16416,164,140,3,2,3,ATLANTIC,PENNSYLVANIA 1
16417,164,3597,1382,1029,1189,ATLANTIC,PENNSYLVANIA 1
16420,164,303,58,43,51,ATLANTIC,PENNSYLVANIA 1
16421,164,1100,357,276,299,ATLANTIC,PENNSYLVANIA 1
16422,164,280,12,11,10,ATLANTIC,PENNSYLVANIA 1
16423,164,1667,671,486,565,ATLANTIC,PENNSYLVANIA 1
16424,164,2516,602,471,521,ATLANTIC,PENNSYLVANIA 1
16426,164,1780,708,498,611,ATLANTIC,PENNSYLVANIA 1
16427,164,153,6,6,6,ATLANTIC,PENNSYLVANIA 1
16428,164,5141,1802,1354,1511,ATLANTIC,PENNSYLVANIA 1
16430,164,60,15,10,15,ATLANTIC,PENNSYLVANIA 1
16433,164,2263,643,473,564,ATLANTIC,PENNSYLVANIA 1
16434,164,1028,180,140,158,ATLANTIC,PENNSYLVANIA 1
16435,164,906,194,150,163,ATLANTIC,PENNSYLVANIA 1
16436,164,289,70,48,56,ATLANTIC,PENNSYLVANIA 1
16438,164,3363,936,706,839,ATLANTIC,PENNSYLVANIA 1
16440,164,424,74,62,64,ATLANTIC,PENNSYLVANIA 1
16441,164,4265,1567,1137,1363,ATLANTIC,PENNSYLVANIA 1
16442,164,1166,353,276,292,ATLANTIC,PENNSYLVANIA 1
16443,164,661,185,135,162,ATLANTIC,PENNSYLVANIA 1
16501,165,761,264,204,234,ATLANTIC,PENNSYLVANIA 1
16502,165,6804,2464,1733,2166,ATLANTIC,PENNSYLVANIA 1
16503,165,5863,1473,1087,1339,ATLANTIC,PENNSYLVANIA 1
16504,165,6578,2501,1824,2171,ATLANTIC,PENNSYLVANIA 1
16505,165,8124,3140,2344,2661,ATLANTIC,PENNSYLVANIA 1
16506,165,10609,5010,3633,4345,ATLANTIC,PENNSYLVANIA 1
16507,165,3558,1215,882,1044,ATLANTIC,PENNSYLVANIA 1
16508,165,6727,2836,2063,2478,ATLANTIC,PENNSYLVANIA 1
16509,165,12644,5696,4160,4886,ATLANTIC,PENNSYLVANIA 1
16510,165,9984,4278,3114,3704,ATLANTIC,PENNSYLVANIA 1
16511,165,4775,2029,1498,1734,ATLANTIC,PENNSYLVANIA 1
16512,165,1184,60,44,56,ATLANTIC,PENNSYLVANIA 1
16514,165,679,40,35,39,ATLANTIC,PENNSYLVANIA 1
16601,166,13375,5382,3891,4687,ATLANTIC,PENNSYLVANIA 1
16602,166,11649,4918,3558,4234,ATLANTIC,PENNSYLVANIA 1
16603,166,1264,34,30,33,ATLANTIC,PENNSYLVANIA 1
16611,166,1136,238,185,205,ATLANTIC,PENNSYLVANIA 1
16613,166,722,182,141,150,ATLANTIC,PENNSYLVANIA 1
16616,166,87,18,10,17,ATLANTIC,PENNSYLVANIA 1
16617,166,1268,334,265,291,ATLANTIC,PENNSYLVANIA 1
16619,166,191,17,12,17,ATLANTIC,PENNSYLVANIA 1
16620,166,263,12,11,12,ATLANTIC,PENNSYLVANIA 1
16621,166,296,23,19,23,ATLANTIC,PENNSYLVANIA 1
16622,166,158,10,7,9,ATLANTIC,PENNSYLVANIA 1
16623,166,298,24,22,24,ATLANTIC,PENNSYLVANIA 1
16624,166,243,6,6,6,ATLANTIC,PENNSYLVANIA 1
16625,166,1608,412,325,352,ATLANTIC,PENNSYLVANIA 1
16627,166,986,205,160,189,ATLANTIC,PENNSYLVANIA 1
16629,166,29,5,5,5,ATLANTIC,PENNSYLVANIA 1
16630,166,2037,668,505,591,ATLANTIC,PENNSYLVANIA 1
